sku,combined_description
71-5079,"Enjoy the ease and convenience of not being bound to your vehicle – the freedom to move without restrictions, like being a spotter for your group. Connectivity follows you, not the other way around. It’s a whole new communicating-while-riding experience

Features:
<ul><li>Sound by JBL 40mm Speakers</li><li>Bluetooth 5.2</li><li>No Cellular coverage needed</li><li>Dynamic Mesh Communication</li><li>Connect up to 15 riders</li><li>Range of up to 1.6km/1mi.</li><li>Full Day Operation</li><li>Wireless Handsfree Intercom</li><li>Sand/Mud/Waterproof</li><li>Operated by Natural Voice</li><li>Air mount</li><li>Over-the-air Updates</li><li>FMF Radio and Music Sharing</li></ul>"
226-0098,<ul><li>16 Watt LED (2000LM - 6000K)</li><li>Mounting up to 1.6 in  (41mm) bars</li><li>3 Different Lighting modes:</li><li>(power on/off to switch different lighting modes)</li><li>1st mode: LED on</li><li>2nd mode: strobe lights</li><li>3rd mode: yellow lights</li><li>Includes:1 ¼ and 1 ½  rubber mounting strips</li></ul>
226-0099,<ul><li>16 Watt LED (2000LM - 6000K)</li><li>Mounting up to 1.6 in  (41mm) bars</li><li>3 Different Lighting modes:</li><li>(power on/off to switch different lighting modes)</li><li>1st mode: LED on</li><li>2nd mode: strobe lights</li><li>3rd mode: yellow lights</li><li>Includes:1 ¼ and 1 ½  rubber mounting strips</li></ul>
874-1224,"<ul><li>Compounds and profiles designed to offer the optimal balance of handling, mileage and ride comfort.</li><li>Both bias-ply and radial applications.</li><li>Optimized tread pattern for high powered American V-Twins with attractive diamond cross deco-groove.</li><li>Get 50% better rear tire wear than the competition.</li><li>Profile designed for easier steering and ride quality for long distance riding.</li></ul>"
874-1225,"<ul><li>Compounds and profiles designed to offer the optimal balance of handling, mileage and ride comfort.</li><li>Both bias-ply and radial applications.</li><li>Optimized tread pattern for high powered American V-Twins with attractive diamond cross deco-groove.</li><li>Get 50% better rear tire wear than the competition.</li><li>Profile designed for easier steering and ride quality for long distance riding.</li></ul>"
874-1227,"<ul><li>Compounds and profiles designed to offer the optimal balance of handling, mileage and ride comfort.</li><li>Both bias-ply and radial applications.</li><li>Optimized tread pattern for high powered American V-Twins with attractive diamond cross deco-groove.</li><li>Get 50% better rear tire wear than the competition.</li><li>Profile designed for easier steering and ride quality for long distance riding.</li></ul>"
874-1228,"<ul><li>Compounds and profiles designed to offer the optimal balance of handling, mileage and ride comfort.</li><li>Both bias-ply and radial applications.</li><li>Optimized tread pattern for high powered American V-Twins with attractive diamond cross deco-groove.</li><li>Get 50% better rear tire wear than the competition.</li><li>Profile designed for easier steering and ride quality for long distance riding.</li></ul>"
874-1229,"<ul><li>Compounds and profiles designed to offer the optimal balance of handling, mileage and ride comfort.</li><li>Both bias-ply and radial applications.</li><li>Optimized tread pattern for high powered American V-Twins with attractive diamond cross deco-groove.</li><li>Get 50% better rear tire wear than the competition.</li><li>Profile designed for easier steering and ride quality for long distance riding.</li></ul>"
874-1234,"<ul><li>Compounds and profiles designed to offer the optimal balance of handling, mileage and ride comfort.</li><li>Both bias-ply and radial applications.</li><li>Optimized tread pattern for high powered American V-Twins with attractive diamond cross deco-groove.</li><li>Get 50% better rear tire wear than the competition.</li><li>Profile designed for easier steering and ride quality for long distance riding.</li></ul>"
874-1235,"<ul><li>Compounds and profiles designed to offer the optimal balance of handling, mileage and ride comfort.</li><li>Both bias-ply and radial applications.</li><li>Optimized tread pattern for high powered American V-Twins with attractive diamond cross deco-groove.</li><li>Get 50% better rear tire wear than the competition.</li><li>Profile designed for easier steering and ride quality for long distance riding.</li></ul>"
874-1236,"<ul><li>Compounds and profiles designed to offer the optimal balance of handling, mileage and ride comfort.</li><li>Both bias-ply and radial applications.</li><li>Optimized tread pattern for high powered American V-Twins with attractive diamond cross deco-groove.</li><li>Get 50% better rear tire wear than the competition.</li><li>Profile designed for easier steering and ride quality for long distance riding.</li></ul>"
874-1237,"<ul><li>Compounds and profiles designed to offer the optimal balance of handling, mileage and ride comfort.</li><li>Both bias-ply and radial applications.</li><li>Optimized tread pattern for high powered American V-Twins with attractive diamond cross deco-groove.</li><li>Get 50% better rear tire wear than the competition.</li><li>Profile designed for easier steering and ride quality for long distance riding.</li></ul>"
874-1238,"<ul><li>Compounds and profiles designed to offer the optimal balance of handling, mileage and ride comfort.</li><li>Both bias-ply and radial applications.</li><li>Optimized tread pattern for high powered American V-Twins with attractive diamond cross deco-groove.</li><li>Get 50% better rear tire wear than the competition.</li><li>Profile designed for easier steering and ride quality for long distance riding.</li></ul>"
874-1239,"<ul><li>Compounds and profiles designed to offer the optimal balance of handling, mileage and ride comfort.</li><li>Both bias-ply and radial applications.</li><li>Optimized tread pattern for high powered American V-Twins with attractive diamond cross deco-groove.</li><li>Get 50% better rear tire wear than the competition.</li><li>Profile designed for easier steering and ride quality for long distance riding.</li></ul>"
874-1244,"<ul><li>Compounds and profiles designed to offer the optimal balance of handling, mileage and ride comfort.</li><li>Both bias-ply and radial applications.</li><li>Optimized tread pattern for high powered American V-Twins with attractive diamond cross deco-groove.</li><li>Get 50% better rear tire wear than the competition.</li><li>Profile designed for easier steering and ride quality for long distance riding.</li></ul>"
874-1245,"<ul><li>Compounds and profiles designed to offer the optimal balance of handling, mileage and ride comfort.</li><li>Both bias-ply and radial applications.</li><li>Optimized tread pattern for high powered American V-Twins with attractive diamond cross deco-groove.</li><li>Get 50% better rear tire wear than the competition.</li><li>Profile designed for easier steering and ride quality for long distance riding.</li></ul>"
874-1246,"<ul><li>Compounds and profiles designed to offer the optimal balance of handling, mileage and ride comfort.</li><li>Both bias-ply and radial applications.</li><li>Optimized tread pattern for high powered American V-Twins with attractive diamond cross deco-groove.</li><li>Get 50% better rear tire wear than the competition.</li><li>Profile designed for easier steering and ride quality for long distance riding.</li></ul>"
874-1247,"<ul><li>Compounds and profiles designed to offer the optimal balance of handling, mileage and ride comfort.</li><li>Both bias-ply and radial applications.</li><li>Optimized tread pattern for high powered American V-Twins with attractive diamond cross deco-groove.</li><li>Get 50% better rear tire wear than the competition.</li><li>Profile designed for easier steering and ride quality for long distance riding.</li></ul>"
26-7014,"<ul><li>Our Goal is to Keep Your Pants Down with function, safety and style</li><li>Many different designs to match the style of both men and women</li><li>Available with two clip version for Laced Boots or single money clip version for Stirrup/Strap boots. Sold in pairs.</li><li>Instructions are printed on the back of each display card</li></ul>"
26-7015,"<ul><li>Our Goal is to Keep Your Pants Down with function, safety and style</li><li>Many different designs to match the style of both men and women</li><li>Available with two clip version for Laced Boots or single money clip version for Stirrup/Strap boots. Sold in pairs.</li><li>Instructions are printed on the back of each display card</li></ul>"
